drug_row,drug_col,cell_line_name,synergy_bliss
AZD1775,BEZ-235,A2058,10.74770834
AZD1775,BEZ-235,A2058,9.632395839
AZD1775,BEZ-235,A2058,8.308520839
AZD1775,BORTEZOMIB,A2058,1.476408118
AZD1775,BORTEZOMIB,A2058,0.148908118
AZD1775,BORTEZOMIB,A2058,4.537283118
AZD1775,BORTEZOMIB,A2058,5.371970618
AZD1775,DASATINIB,A2058,13.1499178
AZD1775,DASATINIB,A2058,16.3991053
AZD1775,DASATINIB,A2058,13.3347928
AZD1775,DASATINIB,A2058,13.4356053
AZD1775,DINACICLIB,A2058,1.586561178
AZD1775,DINACICLIB,A2058,1.616998678
AZD1775,DINACICLIB,A2058,0.081561178
AZD1775,DINACICLIB,A2058,8.178748678
AZD1775,ERLOTINIB,A2058,7.417736495
AZD1775,ERLOTINIB,A2058,4.163173995
AZD1775,ERLOTINIB,A2058,6.272486495
AZD1775,ERLOTINIB,A2058,8.619986495
AZD1775,GELDANAMYCIN,A2058,10.908565
AZD1775,GELDANAMYCIN,A2058,3.979064997
AZD1775,GELDANAMYCIN,A2058,5.464252497
AZD1775,GELDANAMYCIN,A2058,8.312002497
AZD1775,LAPATINIB,A2058,9.311920483
AZD1775,LAPATINIB,A2058,12.89723298
AZD1775,LAPATINIB,A2058,6.890857983
AZD1775,LAPATINIB,A2058,8.958795483
AZD1775,MK-2206,A2058,8.251673369
AZD1775,MK-2206,A2058,9.119423369
AZD1775,MK-2206,A2058,7.790048369
AZD1775,MK-2206,A2058,5.617235869
AZD1775,MK-4827,A2058,18.21945188
AZD1775,MK-4827,A2058,17.79020188
AZD1775,MK-4827,A2058,8.931076878
AZD1775,MK-4827,A2058,19.35545188
AZD1775,MK-5108,A2058,1.062857611
AZD1775,MK-5108,A2058,-0.078329889
AZD1775,MK-5108,A2058,1.887795111
AZD1775,MK-5108,A2058,-0.423329889
AZD1775,MK-8669,A2058,20.56404767
AZD1775,MK-8669,A2058,10.58498517
AZD1775,MK-8669,A2058,12.41873517
AZD1775,MK-8669,A2058,12.19092267
AZD1775,MK-8776,A2058,31.62642904
AZD1775,MK-8776,A2058,33.78717904
AZD1775,MK-8776,A2058,31.32961654
AZD1775,MK-8776,A2058,32.99042904
AZD1775,OXALIPLATIN,A2058,7.100957203
AZD1775,OXALIPLATIN,A2058,4.691957203
AZD1775,OXALIPLATIN,A2058,5.923582203
AZD1775,OXALIPLATIN,A2058,6.957769703
AZD1775,PD325901,A2058,3.023042736
AZD1775,PD325901,A2058,10.20873024
AZD1775,PD325901,A2058,7.271542736
AZD1775,PD325901,A2058,6.310105236
AZD1775,SN-38,A2058,10.15584204
AZD1775,SN-38,A2058,7.51721704
AZD1775,SN-38,A2058,12.39634204
AZD1775,SN-38,A2058,7.04115454
AZD1775,SORAFENIB,A2058,7.239216723
AZD1775,SORAFENIB,A2058,13.94196672
AZD1775,SORAFENIB,A2058,7.452591723
AZD1775,SORAFENIB,A2058,11.07265422
AZD1775,TOPOTECAN,A2058,8.205208474
AZD1775,TOPOTECAN,A2058,6.614333474
AZD1775,TOPOTECAN,A2058,5.087458474
AZD1775,TOPOTECAN,A2058,3.171458474
BEZ-235,DINACICLIB,A2058,1.008226807
BEZ-235,DINACICLIB,A2058,6.021601807
BEZ-235,DINACICLIB,A2058,7.129351807
BEZ-235,DINACICLIB,A2058,6.379414307
BEZ-235,MK-8776,A2058,8.147636246
BEZ-235,MK-8776,A2058,6.613323746
BEZ-235,MK-8776,A2058,12.31326125
BEZ-235,MK-8776,A2058,8.071386246
BEZ-235,OXALIPLATIN,A2058,7.20362391
BEZ-235,OXALIPLATIN,A2058,9.85906141
BEZ-235,OXALIPLATIN,A2058,8.56993641
BEZ-235,OXALIPLATIN,A2058,10.71274891
BEZ-235,SN-38,A2058,1.680289993
BEZ-235,SN-38,A2058,1.549102493
BEZ-235,SN-38,A2058,1.879164993
BEZ-235,SN-38,A2058,3.538977493
BEZ-235,SORAFENIB,A2058,10.02934407
BEZ-235,SORAFENIB,A2058,8.437406566
BEZ-235,SORAFENIB,A2058,10.82053157
BEZ-235,SORAFENIB,A2058,13.05740657
BORTEZOMIB,ABT-888,A2058,4.611480587
BORTEZOMIB,ABT-888,A2058,4.164730587
BORTEZOMIB,ABT-888,A2058,4.972793087
BORTEZOMIB,ABT-888,A2058,9.366418087
BORTEZOMIB,BEZ-235,A2058,2.866731801
BORTEZOMIB,BEZ-235,A2058,6.725044301
BORTEZOMIB,BEZ-235,A2058,3.352856801
BORTEZOMIB,BEZ-235,A2058,5.478294301
BORTEZOMIB,DASATINIB,A2058,7.88987617
BORTEZOMIB,DASATINIB,A2058,-0.32431133
BORTEZOMIB,DASATINIB,A2058,3.32900117
BORTEZOMIB,DASATINIB,A2058,4.82293867
BORTEZOMIB,DINACICLIB,A2058,3.383265526
BORTEZOMIB,DINACICLIB,A2058,-2.393109474
BORTEZOMIB,DINACICLIB,A2058,1.504140526
BORTEZOMIB,DINACICLIB,A2058,-1.23822838
BORTEZOMIB,GELDANAMYCIN,A2058,3.893206097
BORTEZOMIB,GELDANAMYCIN,A2058,2.436393597
BORTEZOMIB,GELDANAMYCIN,A2058,4.084831097
BORTEZOMIB,GELDANAMYCIN,A2058,2.924268597
BORTEZOMIB,MK-8669,A2058,0.077440535
BORTEZOMIB,MK-8669,A2058,3.187628035
BORTEZOMIB,MK-8669,A2058,4.405628035
BORTEZOMIB,MK-8669,A2058,-0.835121965
BORTEZOMIB,MK-8776,A2058,9.204112904
BORTEZOMIB,MK-8776,A2058,5.212175404
BORTEZOMIB,MK-8776,A2058,1.911112904
BORTEZOMIB,MK-8776,A2058,2.706987904
BORTEZOMIB,OXALIPLATIN,A2058,4.058781456
BORTEZOMIB,OXALIPLATIN,A2058,2.918468956
BORTEZOMIB,OXALIPLATIN,A2058,2.876843956
BORTEZOMIB,OXALIPLATIN,A2058,2.981656456
BORTEZOMIB,SN-38,A2058,20.9684938
BORTEZOMIB,SN-38,A2058,18.9049938
BORTEZOMIB,SN-38,A2058,9.242431295
BORTEZOMIB,SN-38,A2058,4.984556295
BORTEZOMIB,SORAFENIB,A2058,4.813541517
BORTEZOMIB,SORAFENIB,A2058,7.815916517
BORTEZOMIB,SORAFENIB,A2058,33.84316652
BORTEZOMIB,SORAFENIB,A2058,9.467604017
BORTEZOMIB,TOPOTECAN,A2058,1.027713473
BORTEZOMIB,TOPOTECAN,A2058,2.499338473
BORTEZOMIB,TOPOTECAN,A2058,-0.771349027
BORTEZOMIB,TOPOTECAN,A2058,5.042525973
CARBOPLATIN,ABT-888,A2058,4.301099384
CARBOPLATIN,ABT-888,A2058,1.034036884
CARBOPLATIN,ABT-888,A2058,5.186661884
CARBOPLATIN,ABT-888,A2058,2.946224384
CARBOPLATIN,AZD1775,A2058,18.91625045
CARBOPLATIN,AZD1775,A2058,14.07512545
CARBOPLATIN,AZD1775,A2058,14.93456295
CARBOPLATIN,AZD1775,A2058,9.318187954
CARBOPLATIN,BEZ-235,A2058,1.419871831
CARBOPLATIN,BEZ-235,A2058,1.238434331
CARBOPLATIN,BEZ-235,A2058,1.066809331
CARBOPLATIN,BEZ-235,A2058,3.335684331
CARBOPLATIN,BORTEZOMIB,A2058,0.817022182
CARBOPLATIN,BORTEZOMIB,A2058,1.695272182
CARBOPLATIN,BORTEZOMIB,A2058,3.219897182
CARBOPLATIN,BORTEZOMIB,A2058,9.097334682
CARBOPLATIN,DASATINIB,A2058,4.669288182
CARBOPLATIN,DASATINIB,A2058,5.475225682
CARBOPLATIN,DASATINIB,A2058,1.118975682
CARBOPLATIN,DASATINIB,A2058,10.01991318
CARBOPLATIN,DINACICLIB,A2058,8.124460573
CARBOPLATIN,DINACICLIB,A2058,6.596210573
CARBOPLATIN,DINACICLIB,A2058,-0.720664427
CARBOPLATIN,DINACICLIB,A2058,15.00277307
CARBOPLATIN,ERLOTINIB,A2058,12.41594709
CARBOPLATIN,ERLOTINIB,A2058,11.03794709
CARBOPLATIN,ERLOTINIB,A2058,0.52157209
CARBOPLATIN,ERLOTINIB,A2058,4.46732209
CARBOPLATIN,GELDANAMYCIN,A2058,7.163858721
CARBOPLATIN,GELDANAMYCIN,A2058,7.199358721
CARBOPLATIN,GELDANAMYCIN,A2058,8.226546221
CARBOPLATIN,GELDANAMYCIN,A2058,7.960921221
CARBOPLATIN,L778123,A2058,8.547738655
CARBOPLATIN,L778123,A2058,11.84436366
CARBOPLATIN,L778123,A2058,-1.312573845
CARBOPLATIN,L778123,A2058,4.961738655
CARBOPLATIN,LAPATINIB,A2058,8.367007295
CARBOPLATIN,LAPATINIB,A2058,15.0893198
CARBOPLATIN,LAPATINIB,A2058,-1.935492705
CARBOPLATIN,LAPATINIB,A2058,9.772694795
CARBOPLATIN,MK-2206,A2058,6.062722525
CARBOPLATIN,MK-2206,A2058,7.737972525
CARBOPLATIN,MK-2206,A2058,2.033222525
CARBOPLATIN,MK-2206,A2058,6.385972525
CARBOPLATIN,MK-4827,A2058,4.373770453
CARBOPLATIN,MK-4827,A2058,0.730207953
CARBOPLATIN,MK-4827,A2058,6.514082953
CARBOPLATIN,MK-4827,A2058,1.976082953
CARBOPLATIN,MK-5108,A2058,-1.215470209
CARBOPLATIN,MK-5108,A2058,0.332342291
CARBOPLATIN,MK-5108,A2058,6.114904791
CARBOPLATIN,MK-5108,A2058,1.563092291
CARBOPLATIN,MK-8669,A2058,8.644782283
CARBOPLATIN,MK-8669,A2058,4.166907283
CARBOPLATIN,MK-8669,A2058,-0.938780217
CARBOPLATIN,MK-8669,A2058,9.858157283
CARBOPLATIN,MK-8776,A2058,9.47466397
CARBOPLATIN,MK-8776,A2058,7.14235147
CARBOPLATIN,MK-8776,A2058,10.88535147
CARBOPLATIN,MK-8776,A2058,8.64591397
CARBOPLATIN,PD325901,A2058,-8.743923601
CARBOPLATIN,PD325901,A2058,-8.001361101
CARBOPLATIN,PD325901,A2058,-3.516673601
CARBOPLATIN,PD325901,A2058,0.881638899
CARBOPLATIN,SORAFENIB,A2058,-1.494202996
CARBOPLATIN,SORAFENIB,A2058,2.740609504
CARBOPLATIN,SORAFENIB,A2058,6.576297004
CARBOPLATIN,SORAFENIB,A2058,-1.347827996
CARBOPLATIN,SUNITINIB,A2058,9.40286857
CARBOPLATIN,SUNITINIB,A2058,8.27486857
CARBOPLATIN,SUNITINIB,A2058,14.19793107
CARBOPLATIN,SUNITINIB,A2058,5.75049357
CARBOPLATIN,TEMOZOLOMIDE,A2058,-1.395062677
CARBOPLATIN,TEMOZOLOMIDE,A2058,-2.484500177
CARBOPLATIN,TEMOZOLOMIDE,A2058,-5.146687677
CARBOPLATIN,TEMOZOLOMIDE,A2058,-3.994812677
CARBOPLATIN,ZOLINZA,A2058,11.70588801
CARBOPLATIN,ZOLINZA,A2058,9.164388008
CARBOPLATIN,ZOLINZA,A2058,5.959450508
CARBOPLATIN,ZOLINZA,A2058,15.54995051
CYCLOPHOSPHAMIDE,ABT-888,A2058,9.810736158
CYCLOPHOSPHAMIDE,ABT-888,A2058,24.85548616
CYCLOPHOSPHAMIDE,ABT-888,A2058,25.93917366
CYCLOPHOSPHAMIDE,ABT-888,A2058,13.24461116
CYCLOPHOSPHAMIDE,AZD1775,A2058,6.4651412
CYCLOPHOSPHAMIDE,AZD1775,A2058,8.1420787
CYCLOPHOSPHAMIDE,AZD1775,A2058,6.2912037
CYCLOPHOSPHAMIDE,AZD1775,A2058,8.9075162
CYCLOPHOSPHAMIDE,BEZ-235,A2058,8.492712151
CYCLOPHOSPHAMIDE,BEZ-235,A2058,6.161587151
CYCLOPHOSPHAMIDE,BEZ-235,A2058,10.66671215
CYCLOPHOSPHAMIDE,BEZ-235,A2058,7.416587151
CYCLOPHOSPHAMIDE,BORTEZOMIB,A2058,4.90926314
CYCLOPHOSPHAMIDE,BORTEZOMIB,A2058,4.76751314
CYCLOPHOSPHAMIDE,BORTEZOMIB,A2058,6.93395064
CYCLOPHOSPHAMIDE,BORTEZOMIB,A2058,6.77363814
CYCLOPHOSPHAMIDE,DASATINIB,A2058,1.611252769
CYCLOPHOSPHAMIDE,DASATINIB,A2058,4.709252769
CYCLOPHOSPHAMIDE,DASATINIB,A2058,2.294002769
CYCLOPHOSPHAMIDE,DASATINIB,A2058,9.938627769
CYCLOPHOSPHAMIDE,DINACICLIB,A2058,10.95068284
CYCLOPHOSPHAMIDE,DINACICLIB,A2058,10.48755784
CYCLOPHOSPHAMIDE,DINACICLIB,A2058,8.407745341
CYCLOPHOSPHAMIDE,DINACICLIB,A2058,7.089787628
CYCLOPHOSPHAMIDE,ERLOTINIB,A2058,4.536188991
CYCLOPHOSPHAMIDE,ERLOTINIB,A2058,0.999438991
CYCLOPHOSPHAMIDE,ERLOTINIB,A2058,9.152813991
CYCLOPHOSPHAMIDE,ERLOTINIB,A2058,1.839188991
CYCLOPHOSPHAMIDE,GELDANAMYCIN,A2058,7.34233972
CYCLOPHOSPHAMIDE,GELDANAMYCIN,A2058,7.34490222
CYCLOPHOSPHAMIDE,GELDANAMYCIN,A2058,8.70346472
CYCLOPHOSPHAMIDE,GELDANAMYCIN,A2058,8.08115222
CYCLOPHOSPHAMIDE,L778123,A2058,5.761141431
CYCLOPHOSPHAMIDE,L778123,A2058,6.373266431
CYCLOPHOSPHAMIDE,L778123,A2058,10.37845393
CYCLOPHOSPHAMIDE,L778123,A2058,16.45732893
CYCLOPHOSPHAMIDE,LAPATINIB,A2058,5.992746892
CYCLOPHOSPHAMIDE,LAPATINIB,A2058,8.975684392
CYCLOPHOSPHAMIDE,LAPATINIB,A2058,11.30843439
CYCLOPHOSPHAMIDE,LAPATINIB,A2058,5.314371892
CYCLOPHOSPHAMIDE,MK-2206,A2058,11.44206201
CYCLOPHOSPHAMIDE,MK-2206,A2058,7.214437013
CYCLOPHOSPHAMIDE,MK-2206,A2058,7.417999513
CYCLOPHOSPHAMIDE,MK-2206,A2058,8.196249513
CYCLOPHOSPHAMIDE,MK-4827,A2058,8.083143534
CYCLOPHOSPHAMIDE,MK-4827,A2058,3.622643534
CYCLOPHOSPHAMIDE,MK-4827,A2058,6.345331034
CYCLOPHOSPHAMIDE,MK-4827,A2058,3.728768534
CYCLOPHOSPHAMIDE,MK-5108,A2058,4.035335326
CYCLOPHOSPHAMIDE,MK-5108,A2058,5.317272826
CYCLOPHOSPHAMIDE,MK-5108,A2058,4.896960326
CYCLOPHOSPHAMIDE,MK-5108,A2058,6.893397826
CYCLOPHOSPHAMIDE,MK-8669,A2058,12.24521316
CYCLOPHOSPHAMIDE,MK-8669,A2058,9.867963162
CYCLOPHOSPHAMIDE,MK-8669,A2058,9.973525662
CYCLOPHOSPHAMIDE,MK-8669,A2058,13.07352566
CYCLOPHOSPHAMIDE,MK-8776,A2058,4.259631072
CYCLOPHOSPHAMIDE,MK-8776,A2058,5.517568572
CYCLOPHOSPHAMIDE,MK-8776,A2058,-0.023493928
CYCLOPHOSPHAMIDE,MK-8776,A2058,2.440943572
CYCLOPHOSPHAMIDE,PD325901,A2058,4.203720323
CYCLOPHOSPHAMIDE,PD325901,A2058,4.396032823
CYCLOPHOSPHAMIDE,PD325901,A2058,11.76290782
CYCLOPHOSPHAMIDE,PD325901,A2058,6.721220323
CYCLOPHOSPHAMIDE,SORAFENIB,A2058,15.60843811
CYCLOPHOSPHAMIDE,SORAFENIB,A2058,13.59737561
CYCLOPHOSPHAMIDE,SORAFENIB,A2058,10.57331311
CYCLOPHOSPHAMIDE,SORAFENIB,A2058,16.00437561
CYCLOPHOSPHAMIDE,SUNITINIB,A2058,14.4690104
CYCLOPHOSPHAMIDE,SUNITINIB,A2058,18.8106354
CYCLOPHOSPHAMIDE,SUNITINIB,A2058,16.9513854
CYCLOPHOSPHAMIDE,SUNITINIB,A2058,15.2753854
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,A2058,12.25084955
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,A2058,13.93259955
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,A2058,10.71086518
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,A2058,10.5929433
CYCLOPHOSPHAMIDE,ZOLINZA,A2058,14.49249759
CYCLOPHOSPHAMIDE,ZOLINZA,A2058,12.35887259
CYCLOPHOSPHAMIDE,ZOLINZA,A2058,11.91874759
CYCLOPHOSPHAMIDE,ZOLINZA,A2058,14.94774759
DASATINIB,ABT-888,A2058,-0.064607004
DASATINIB,ABT-888,A2058,1.618455496
DASATINIB,ABT-888,A2058,-1.264982004
DASATINIB,ABT-888,A2058,-0.446544504
DASATINIB,BEZ-235,A2058,7.732776414
DASATINIB,BEZ-235,A2058,6.248901414
DASATINIB,BEZ-235,A2058,9.908151414
DASATINIB,BEZ-235,A2058,12.85296391
DASATINIB,DINACICLIB,A2058,7.642215224
DASATINIB,DINACICLIB,A2058,6.580840224
DASATINIB,DINACICLIB,A2058,6.354777724
DASATINIB,DINACICLIB,A2058,11.01934022
DASATINIB,GELDANAMYCIN,A2058,-1.518518784
DASATINIB,GELDANAMYCIN,A2058,-1.439456284
DASATINIB,GELDANAMYCIN,A2058,-3.845581284
DASATINIB,GELDANAMYCIN,A2058,-1.686206284
DASATINIB,MK-8669,A2058,14.70850095
DASATINIB,MK-8669,A2058,9.544063447
DASATINIB,MK-8669,A2058,11.82743845
DASATINIB,MK-8669,A2058,12.55700095
DASATINIB,MK-8776,A2058,6.155881156
DASATINIB,MK-8776,A2058,9.175506156
DASATINIB,MK-8776,A2058,6.430881156
DASATINIB,MK-8776,A2058,9.156568656
DASATINIB,OXALIPLATIN,A2058,8.562090441
DASATINIB,OXALIPLATIN,A2058,7.030465441
DASATINIB,OXALIPLATIN,A2058,2.560965441
DASATINIB,OXALIPLATIN,A2058,11.92471544
DASATINIB,SN-38,A2058,3.401871245
DASATINIB,SN-38,A2058,7.990121245
DASATINIB,SN-38,A2058,11.72243375
DASATINIB,SN-38,A2058,2.171183745
DASATINIB,SORAFENIB,A2058,14.97120348
DASATINIB,SORAFENIB,A2058,10.50826598
DASATINIB,SORAFENIB,A2058,14.49139098
DASATINIB,SORAFENIB,A2058,21.25432848
DASATINIB,TOPOTECAN,A2058,-2.41647911
DASATINIB,TOPOTECAN,A2058,1.38739589
DASATINIB,TOPOTECAN,A2058,8.38052089
DASATINIB,TOPOTECAN,A2058,-3.00260411
DEXAMETHASONE,ABT-888,A2058,7.789500124
DEXAMETHASONE,ABT-888,A2058,-0.256687376
DEXAMETHASONE,ABT-888,A2058,-0.825687376
DEXAMETHASONE,ABT-888,A2058,2.766000124
DEXAMETHASONE,AZD1775,A2058,6.637914748
DEXAMETHASONE,AZD1775,A2058,0.484039748
DEXAMETHASONE,AZD1775,A2058,-3.661147752
DEXAMETHASONE,AZD1775,A2058,5.008977248
DEXAMETHASONE,BEZ-235,A2058,6.491168078
DEXAMETHASONE,BEZ-235,A2058,9.113855578
DEXAMETHASONE,BEZ-235,A2058,10.77129308
DEXAMETHASONE,BEZ-235,A2058,6.656293078
DEXAMETHASONE,BORTEZOMIB,A2058,6.488416373
DEXAMETHASONE,BORTEZOMIB,A2058,1.679228873
DEXAMETHASONE,BORTEZOMIB,A2058,5.279166373
DEXAMETHASONE,BORTEZOMIB,A2058,2.668728873
DEXAMETHASONE,DASATINIB,A2058,5.436834849
DEXAMETHASONE,DASATINIB,A2058,1.317397349
DEXAMETHASONE,DASATINIB,A2058,4.097272349
DEXAMETHASONE,DASATINIB,A2058,-0.524540151
DEXAMETHASONE,DINACICLIB,A2058,-0.221627391
DEXAMETHASONE,DINACICLIB,A2058,4.753247609
DEXAMETHASONE,DINACICLIB,A2058,4.358060109
DEXAMETHASONE,DINACICLIB,A2058,5.755810109
DEXAMETHASONE,ERLOTINIB,A2058,-3.85351039
DEXAMETHASONE,ERLOTINIB,A2058,1.31736461
DEXAMETHASONE,ERLOTINIB,A2058,1.17480211
DEXAMETHASONE,ERLOTINIB,A2058,-0.84976039
DEXAMETHASONE,GELDANAMYCIN,A2058,15.25278543
DEXAMETHASONE,GELDANAMYCIN,A2058,3.624972928
DEXAMETHASONE,GELDANAMYCIN,A2058,7.405347928
DEXAMETHASONE,GELDANAMYCIN,A2058,8.827410428
DEXAMETHASONE,L778123,A2058,8.752618088
DEXAMETHASONE,L778123,A2058,0.215180588
DEXAMETHASONE,L778123,A2058,1.642305588
DEXAMETHASONE,L778123,A2058,7.891243088
DEXAMETHASONE,LAPATINIB,A2058,0.189851921
DEXAMETHASONE,LAPATINIB,A2058,7.142351921
DEXAMETHASONE,LAPATINIB,A2058,5.434226921
DEXAMETHASONE,LAPATINIB,A2058,0.795195671
DEXAMETHASONE,MK-2206,A2058,8.505148577
DEXAMETHASONE,MK-2206,A2058,6.809961077
DEXAMETHASONE,MK-2206,A2058,11.46471108
DEXAMETHASONE,MK-2206,A2058,7.493523577
DEXAMETHASONE,MK-4827,A2058,-2.599043378
DEXAMETHASONE,MK-4827,A2058,-5.091418378
DEXAMETHASONE,MK-4827,A2058,-7.339043378
DEXAMETHASONE,MK-4827,A2058,-7.710168378
DEXAMETHASONE,MK-5108,A2058,-3.230282335
DEXAMETHASONE,MK-5108,A2058,-5.980282335
DEXAMETHASONE,MK-5108,A2058,5.158592665
DEXAMETHASONE,MK-5108,A2058,1.056155165
DEXAMETHASONE,MK-8669,A2058,11.54277895
DEXAMETHASONE,MK-8669,A2058,8.830903954
DEXAMETHASONE,MK-8669,A2058,10.22821645
DEXAMETHASONE,MK-8669,A2058,14.89415395
DEXAMETHASONE,MK-8776,A2058,-1.370833657
DEXAMETHASONE,MK-8776,A2058,-3.221646157
DEXAMETHASONE,MK-8776,A2058,0.079228843
DEXAMETHASONE,MK-8776,A2058,12.39822884
DEXAMETHASONE,PD325901,A2058,10.26043517
DEXAMETHASONE,PD325901,A2058,11.83743517
DEXAMETHASONE,PD325901,A2058,9.225435174
DEXAMETHASONE,PD325901,A2058,14.11681017
DEXAMETHASONE,SORAFENIB,A2058,16.63459464
DEXAMETHASONE,SORAFENIB,A2058,21.08865714
DEXAMETHASONE,SORAFENIB,A2058,17.84859464
DEXAMETHASONE,SORAFENIB,A2058,23.05878214
DEXAMETHASONE,SUNITINIB,A2058,15.63567406
