drug_row,drug_col,cell_line_name,synergy_zip
ABT-888,GELDANAMYCIN,A2058,19.83858011
ABT-888,GELDANAMYCIN,A2058,12.72460851
ABT-888,GELDANAMYCIN,A2058,12.28290491
ABT-888,MK-8669,A2058,9.606922366
ABT-888,MK-8669,A2058,2.455468207
ABT-888,MK-8669,A2058,6.24089053
ABT-888,MK-8669,A2058,3.185599785
ABT-888,MK-8776,A2058,5.887231219
ABT-888,MK-8776,A2058,-1.188424849
ABT-888,MK-8776,A2058,0.764588968
ABT-888,MK-8776,A2058,8.04342573
ABT-888,OXALIPLATIN,A2058,-0.10203168
ABT-888,OXALIPLATIN,A2058,-0.725219265
ABT-888,OXALIPLATIN,A2058,-0.172613316
ABT-888,OXALIPLATIN,A2058,2.221219856
ABT-888,SN-38,A2058,19.29418306
ABT-888,SN-38,A2058,22.99426075
ABT-888,SN-38,A2058,19.01680866
ABT-888,SN-38,A2058,20.27108044
ABT-888,SORAFENIB,A2058,40.71271073
ABT-888,SORAFENIB,A2058,37.24854663
ABT-888,SORAFENIB,A2058,12.45812537
ABT-888,SORAFENIB,A2058,59.93481883
ABT-888,TOPOTECAN,A2058,3.687331531
ABT-888,TOPOTECAN,A2058,5.500017214
ABT-888,TOPOTECAN,A2058,2.826752451
ABT-888,TOPOTECAN,A2058,3.161272223
AZD1775,ABT-888,A2058,3.749041531
AZD1775,ABT-888,A2058,10.7145944
AZD1775,ABT-888,A2058,10.86871632
AZD1775,ABT-888,A2058,3.339872133
AZD1775,BEZ-235,A2058,6.464902588
AZD1775,BEZ-235,A2058,11.39853242
AZD1775,BEZ-235,A2058,9.770781493
AZD1775,BEZ-235,A2058,8.639788441
AZD1775,BORTEZOMIB,A2058,1.098811868
AZD1775,BORTEZOMIB,A2058,0.853919423
AZD1775,BORTEZOMIB,A2058,3.388011137
AZD1775,BORTEZOMIB,A2058,5.700738365
AZD1775,DASATINIB,A2058,13.75359287
AZD1775,DASATINIB,A2058,15.77204553
AZD1775,DASATINIB,A2058,6.590286753
AZD1775,DASATINIB,A2058,13.21597595
AZD1775,DINACICLIB,A2058,2.23593131
AZD1775,DINACICLIB,A2058,3.652845017
AZD1775,DINACICLIB,A2058,3.231980082
AZD1775,DINACICLIB,A2058,8.958949039
AZD1775,ERLOTINIB,A2058,4.157337168
AZD1775,ERLOTINIB,A2058,4.396628364
AZD1775,ERLOTINIB,A2058,5.195232538
AZD1775,ERLOTINIB,A2058,5.785988237
AZD1775,GELDANAMYCIN,A2058,11.7059068
AZD1775,GELDANAMYCIN,A2058,6.474954325
AZD1775,GELDANAMYCIN,A2058,7.491823393
AZD1775,GELDANAMYCIN,A2058,10.26709829
AZD1775,LAPATINIB,A2058,6.818447947
AZD1775,LAPATINIB,A2058,12.05960512
AZD1775,LAPATINIB,A2058,8.97054392
AZD1775,LAPATINIB,A2058,7.101849171
AZD1775,MK-2206,A2058,4.549051122
AZD1775,MK-2206,A2058,6.145113929
AZD1775,MK-2206,A2058,5.843483341
AZD1775,MK-2206,A2058,3.638134026
AZD1775,MK-4827,A2058,20.54827277
AZD1775,MK-4827,A2058,23.69837729
AZD1775,MK-4827,A2058,9.916615705
AZD1775,MK-4827,A2058,24.87322585
AZD1775,MK-5108,A2058,2.325522749
AZD1775,MK-5108,A2058,2.289549797
AZD1775,MK-5108,A2058,0.188033888
AZD1775,MK-5108,A2058,1.501791268
AZD1775,MK-8669,A2058,20.21853277
AZD1775,MK-8669,A2058,8.071428687
AZD1775,MK-8669,A2058,9.66045289
AZD1775,MK-8669,A2058,8.475233403
AZD1775,MK-8776,A2058,36.12327983
AZD1775,MK-8776,A2058,36.76334767
AZD1775,MK-8776,A2058,35.13695956
AZD1775,MK-8776,A2058,33.22954448
AZD1775,OXALIPLATIN,A2058,4.320169332
AZD1775,OXALIPLATIN,A2058,4.798570428
AZD1775,OXALIPLATIN,A2058,7.133113496
AZD1775,OXALIPLATIN,A2058,7.447470746
AZD1775,PD325901,A2058,2.618021105
AZD1775,PD325901,A2058,8.677339792
AZD1775,PD325901,A2058,4.692511058
AZD1775,PD325901,A2058,4.373035853
AZD1775,SN-38,A2058,10.07889273
AZD1775,SN-38,A2058,8.744769097
AZD1775,SN-38,A2058,12.00301067
AZD1775,SN-38,A2058,6.443577674
AZD1775,SORAFENIB,A2058,5.217341869
AZD1775,SORAFENIB,A2058,12.48663627
AZD1775,SORAFENIB,A2058,7.150252025
AZD1775,SORAFENIB,A2058,10.81941973
AZD1775,TOPOTECAN,A2058,8.650509093
AZD1775,TOPOTECAN,A2058,7.540257282
AZD1775,TOPOTECAN,A2058,5.837193123
AZD1775,TOPOTECAN,A2058,4.608803183
BEZ-235,DINACICLIB,A2058,3.254627787
BEZ-235,DINACICLIB,A2058,5.480561683
BEZ-235,DINACICLIB,A2058,6.298526101
BEZ-235,DINACICLIB,A2058,5.753880732
BEZ-235,MK-8776,A2058,9.725696841
BEZ-235,MK-8776,A2058,8.190713656
BEZ-235,MK-8776,A2058,13.23054226
BEZ-235,MK-8776,A2058,10.92690349
BEZ-235,OXALIPLATIN,A2058,8.494986269
BEZ-235,OXALIPLATIN,A2058,10.02533191
BEZ-235,OXALIPLATIN,A2058,8.741553174
BEZ-235,OXALIPLATIN,A2058,11.1325151
BEZ-235,SN-38,A2058,1.967827578
BEZ-235,SN-38,A2058,0.339414313
BEZ-235,SN-38,A2058,2.50306814
BEZ-235,SN-38,A2058,4.789817145
BEZ-235,SORAFENIB,A2058,9.652491686
BEZ-235,SORAFENIB,A2058,7.853637457
BEZ-235,SORAFENIB,A2058,9.426187904
BEZ-235,SORAFENIB,A2058,13.41568089
BORTEZOMIB,ABT-888,A2058,1.172198192
BORTEZOMIB,ABT-888,A2058,1.915762975
BORTEZOMIB,ABT-888,A2058,1.907576465
BORTEZOMIB,ABT-888,A2058,2.565402419
BORTEZOMIB,BEZ-235,A2058,2.745956521
BORTEZOMIB,BEZ-235,A2058,8.123760169
BORTEZOMIB,BEZ-235,A2058,3.09392611
BORTEZOMIB,BEZ-235,A2058,4.727097509
BORTEZOMIB,DASATINIB,A2058,3.276497327
BORTEZOMIB,DASATINIB,A2058,-0.988308552
BORTEZOMIB,DASATINIB,A2058,-1.64666392
BORTEZOMIB,DASATINIB,A2058,3.563649635
BORTEZOMIB,DINACICLIB,A2058,2.316364011
BORTEZOMIB,DINACICLIB,A2058,1.140587822
BORTEZOMIB,DINACICLIB,A2058,1.906285796
BORTEZOMIB,DINACICLIB,A2058,0.292630138
BORTEZOMIB,GELDANAMYCIN,A2058,3.481042465
BORTEZOMIB,GELDANAMYCIN,A2058,2.972261256
BORTEZOMIB,GELDANAMYCIN,A2058,4.440113942
BORTEZOMIB,GELDANAMYCIN,A2058,3.358140291
BORTEZOMIB,MK-8669,A2058,-2.027588913
BORTEZOMIB,MK-8669,A2058,-0.620262678
BORTEZOMIB,MK-8669,A2058,3.00707631
BORTEZOMIB,MK-8669,A2058,0.254334463
BORTEZOMIB,MK-8776,A2058,7.58196761
BORTEZOMIB,MK-8776,A2058,4.690706195
BORTEZOMIB,MK-8776,A2058,1.775086049
BORTEZOMIB,MK-8776,A2058,3.054021015
BORTEZOMIB,OXALIPLATIN,A2058,2.796294493
BORTEZOMIB,OXALIPLATIN,A2058,-1.79975728
BORTEZOMIB,OXALIPLATIN,A2058,2.059897056
BORTEZOMIB,OXALIPLATIN,A2058,0.762046785
BORTEZOMIB,SN-38,A2058,24.19932807
BORTEZOMIB,SN-38,A2058,20.92767714
BORTEZOMIB,SN-38,A2058,8.083082307
BORTEZOMIB,SN-38,A2058,6.892058411
BORTEZOMIB,SORAFENIB,A2058,3.448235449
BORTEZOMIB,SORAFENIB,A2058,4.892118906
BORTEZOMIB,SORAFENIB,A2058,36.89762529
BORTEZOMIB,SORAFENIB,A2058,6.337682735
BORTEZOMIB,TOPOTECAN,A2058,1.841905171
BORTEZOMIB,TOPOTECAN,A2058,2.85512181
BORTEZOMIB,TOPOTECAN,A2058,0.118025162
BORTEZOMIB,TOPOTECAN,A2058,5.766325469
CARBOPLATIN,ABT-888,A2058,1.350549616
CARBOPLATIN,ABT-888,A2058,-0.228922448
CARBOPLATIN,ABT-888,A2058,0.446480905
CARBOPLATIN,ABT-888,A2058,1.058213157
CARBOPLATIN,AZD1775,A2058,19.59615875
CARBOPLATIN,AZD1775,A2058,16.4123862
CARBOPLATIN,AZD1775,A2058,14.52876218
CARBOPLATIN,AZD1775,A2058,8.662909889
CARBOPLATIN,BEZ-235,A2058,2.216669567
CARBOPLATIN,BEZ-235,A2058,2.444229242
CARBOPLATIN,BEZ-235,A2058,2.051638986
CARBOPLATIN,BEZ-235,A2058,3.867274502
CARBOPLATIN,BORTEZOMIB,A2058,0.42145576
CARBOPLATIN,BORTEZOMIB,A2058,0.692392894
CARBOPLATIN,BORTEZOMIB,A2058,1.267564222
CARBOPLATIN,BORTEZOMIB,A2058,11.1065325
CARBOPLATIN,DASATINIB,A2058,3.622187197
CARBOPLATIN,DASATINIB,A2058,8.607151504
CARBOPLATIN,DASATINIB,A2058,0.189273258
CARBOPLATIN,DASATINIB,A2058,10.60066074
CARBOPLATIN,DINACICLIB,A2058,8.144941137
CARBOPLATIN,DINACICLIB,A2058,6.565805006
CARBOPLATIN,DINACICLIB,A2058,0.967379965
CARBOPLATIN,DINACICLIB,A2058,15.24593419
CARBOPLATIN,ERLOTINIB,A2058,11.0603002
CARBOPLATIN,ERLOTINIB,A2058,9.999880887
CARBOPLATIN,ERLOTINIB,A2058,-0.332877428
CARBOPLATIN,ERLOTINIB,A2058,7.33332987
CARBOPLATIN,GELDANAMYCIN,A2058,8.597883229
CARBOPLATIN,GELDANAMYCIN,A2058,8.795257962
CARBOPLATIN,GELDANAMYCIN,A2058,9.548017482
CARBOPLATIN,GELDANAMYCIN,A2058,9.537200015
CARBOPLATIN,L778123,A2058,4.180335178
CARBOPLATIN,L778123,A2058,8.284289948
CARBOPLATIN,L778123,A2058,-0.292692272
CARBOPLATIN,L778123,A2058,3.911070052
CARBOPLATIN,LAPATINIB,A2058,3.906090671
CARBOPLATIN,LAPATINIB,A2058,16.61569981
CARBOPLATIN,LAPATINIB,A2058,-2.374757116
CARBOPLATIN,LAPATINIB,A2058,10.16356194
CARBOPLATIN,MK-2206,A2058,8.822858338
CARBOPLATIN,MK-2206,A2058,6.667980836
CARBOPLATIN,MK-2206,A2058,-0.356475718
CARBOPLATIN,MK-2206,A2058,2.793641119
CARBOPLATIN,MK-4827,A2058,7.529827539
CARBOPLATIN,MK-4827,A2058,4.150908001
CARBOPLATIN,MK-4827,A2058,7.678959782
CARBOPLATIN,MK-4827,A2058,3.96630361
CARBOPLATIN,MK-5108,A2058,0.639810292
CARBOPLATIN,MK-5108,A2058,-0.312085301
CARBOPLATIN,MK-5108,A2058,8.644010936
CARBOPLATIN,MK-5108,A2058,0.471080287
CARBOPLATIN,MK-8669,A2058,4.641315145
CARBOPLATIN,MK-8669,A2058,4.803791116
CARBOPLATIN,MK-8669,A2058,-2.397038233
CARBOPLATIN,MK-8669,A2058,11.63828593
CARBOPLATIN,MK-8776,A2058,10.42135018
CARBOPLATIN,MK-8776,A2058,8.577688885
CARBOPLATIN,MK-8776,A2058,14.58254687
CARBOPLATIN,MK-8776,A2058,9.450650608
CARBOPLATIN,PD325901,A2058,-9.577168605
CARBOPLATIN,PD325901,A2058,-7.50852705
CARBOPLATIN,PD325901,A2058,-4.20123795
CARBOPLATIN,PD325901,A2058,1.900879675
CARBOPLATIN,SORAFENIB,A2058,-0.506944517
CARBOPLATIN,SORAFENIB,A2058,-0.118198829
CARBOPLATIN,SORAFENIB,A2058,9.558643171
CARBOPLATIN,SORAFENIB,A2058,-2.008830106
CARBOPLATIN,SUNITINIB,A2058,9.718058969
CARBOPLATIN,SUNITINIB,A2058,7.922854118
CARBOPLATIN,SUNITINIB,A2058,14.22424461
CARBOPLATIN,SUNITINIB,A2058,6.358758499
CARBOPLATIN,TEMOZOLOMIDE,A2058,-0.058809559
CARBOPLATIN,TEMOZOLOMIDE,A2058,-0.519570347
CARBOPLATIN,TEMOZOLOMIDE,A2058,-2.859157977
CARBOPLATIN,TEMOZOLOMIDE,A2058,-0.769102068
CARBOPLATIN,ZOLINZA,A2058,11.10504614
CARBOPLATIN,ZOLINZA,A2058,9.525150307
CARBOPLATIN,ZOLINZA,A2058,6.598543556
CARBOPLATIN,ZOLINZA,A2058,14.87413475
CYCLOPHOSPHAMIDE,ABT-888,A2058,3.753687036
CYCLOPHOSPHAMIDE,ABT-888,A2058,22.40822648
CYCLOPHOSPHAMIDE,ABT-888,A2058,21.94333042
CYCLOPHOSPHAMIDE,ABT-888,A2058,3.753687036
CYCLOPHOSPHAMIDE,AZD1775,A2058,6.435260157
CYCLOPHOSPHAMIDE,AZD1775,A2058,6.32495888
CYCLOPHOSPHAMIDE,AZD1775,A2058,6.23730265
CYCLOPHOSPHAMIDE,AZD1775,A2058,8.168967028
CYCLOPHOSPHAMIDE,BEZ-235,A2058,9.333414392
CYCLOPHOSPHAMIDE,BEZ-235,A2058,7.656542444
CYCLOPHOSPHAMIDE,BEZ-235,A2058,12.29777804
CYCLOPHOSPHAMIDE,BEZ-235,A2058,8.116306511
CYCLOPHOSPHAMIDE,BORTEZOMIB,A2058,4.48962447
CYCLOPHOSPHAMIDE,BORTEZOMIB,A2058,3.934421513
CYCLOPHOSPHAMIDE,BORTEZOMIB,A2058,4.249960819
CYCLOPHOSPHAMIDE,BORTEZOMIB,A2058,4.646837668
CYCLOPHOSPHAMIDE,DASATINIB,A2058,-1.898566847
CYCLOPHOSPHAMIDE,DASATINIB,A2058,-4.845772134
CYCLOPHOSPHAMIDE,DASATINIB,A2058,2.42228185
CYCLOPHOSPHAMIDE,DASATINIB,A2058,1.301048301
CYCLOPHOSPHAMIDE,DINACICLIB,A2058,8.433469367
CYCLOPHOSPHAMIDE,DINACICLIB,A2058,8.784127408
CYCLOPHOSPHAMIDE,DINACICLIB,A2058,8.480345764
CYCLOPHOSPHAMIDE,DINACICLIB,A2058,6.200845161
CYCLOPHOSPHAMIDE,ERLOTINIB,A2058,-4.172471533
CYCLOPHOSPHAMIDE,ERLOTINIB,A2058,-4.172471533
CYCLOPHOSPHAMIDE,ERLOTINIB,A2058,4.863801178
CYCLOPHOSPHAMIDE,ERLOTINIB,A2058,-0.265627992
CYCLOPHOSPHAMIDE,GELDANAMYCIN,A2058,10.34518337
CYCLOPHOSPHAMIDE,GELDANAMYCIN,A2058,10.2127156
CYCLOPHOSPHAMIDE,GELDANAMYCIN,A2058,11.30344217
CYCLOPHOSPHAMIDE,GELDANAMYCIN,A2058,10.12519999
CYCLOPHOSPHAMIDE,L778123,A2058,0.439711104
CYCLOPHOSPHAMIDE,L778123,A2058,0.924960432
CYCLOPHOSPHAMIDE,L778123,A2058,-2.349826534
CYCLOPHOSPHAMIDE,L778123,A2058,13.94411533
CYCLOPHOSPHAMIDE,LAPATINIB,A2058,1.604528695
CYCLOPHOSPHAMIDE,LAPATINIB,A2058,4.028734577
CYCLOPHOSPHAMIDE,LAPATINIB,A2058,4.874232384
CYCLOPHOSPHAMIDE,LAPATINIB,A2058,-0.297253579
CYCLOPHOSPHAMIDE,MK-2206,A2058,7.279437318
CYCLOPHOSPHAMIDE,MK-2206,A2058,1.713698065
CYCLOPHOSPHAMIDE,MK-2206,A2058,3.649474359
CYCLOPHOSPHAMIDE,MK-2206,A2058,4.721997818
CYCLOPHOSPHAMIDE,MK-4827,A2058,8.191525082
CYCLOPHOSPHAMIDE,MK-4827,A2058,6.422348615
CYCLOPHOSPHAMIDE,MK-4827,A2058,7.311121352
CYCLOPHOSPHAMIDE,MK-4827,A2058,5.228740834
CYCLOPHOSPHAMIDE,MK-5108,A2058,1.702380436
CYCLOPHOSPHAMIDE,MK-5108,A2058,4.937969994
CYCLOPHOSPHAMIDE,MK-5108,A2058,4.458918871
CYCLOPHOSPHAMIDE,MK-5108,A2058,4.852376018
CYCLOPHOSPHAMIDE,MK-8669,A2058,5.953999758
CYCLOPHOSPHAMIDE,MK-8669,A2058,4.844480711
CYCLOPHOSPHAMIDE,MK-8669,A2058,5.652184439
CYCLOPHOSPHAMIDE,MK-8669,A2058,6.269368597
CYCLOPHOSPHAMIDE,MK-8776,A2058,5.106688475
CYCLOPHOSPHAMIDE,MK-8776,A2058,5.782977157
CYCLOPHOSPHAMIDE,MK-8776,A2058,2.948250268
CYCLOPHOSPHAMIDE,MK-8776,A2058,4.048297972
CYCLOPHOSPHAMIDE,PD325901,A2058,5.548325939
CYCLOPHOSPHAMIDE,PD325901,A2058,-0.138289556
CYCLOPHOSPHAMIDE,PD325901,A2058,11.76804022
CYCLOPHOSPHAMIDE,PD325901,A2058,3.623289556
CYCLOPHOSPHAMIDE,SORAFENIB,A2058,13.83876269
CYCLOPHOSPHAMIDE,SORAFENIB,A2058,9.037840703
CYCLOPHOSPHAMIDE,SORAFENIB,A2058,7.00864569
CYCLOPHOSPHAMIDE,SORAFENIB,A2058,13.61012335
CYCLOPHOSPHAMIDE,SUNITINIB,A2058,11.93347917
CYCLOPHOSPHAMIDE,SUNITINIB,A2058,17.64801485
CYCLOPHOSPHAMIDE,SUNITINIB,A2058,13.53024461
CYCLOPHOSPHAMIDE,SUNITINIB,A2058,11.73799503
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,A2058,11.27348343
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,A2058,14.10801485
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,A2058,8.802545083
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,A2058,10.26778977
CYCLOPHOSPHAMIDE,ZOLINZA,A2058,9.863415628
CYCLOPHOSPHAMIDE,ZOLINZA,A2058,10.412804
CYCLOPHOSPHAMIDE,ZOLINZA,A2058,7.663627733
CYCLOPHOSPHAMIDE,ZOLINZA,A2058,12.00835185
DASATINIB,ABT-888,A2058,-5.568887896
DASATINIB,ABT-888,A2058,0.07943977
DASATINIB,ABT-888,A2058,-6.041284219
DASATINIB,ABT-888,A2058,-5.879597367
DASATINIB,BEZ-235,A2058,6.458363608
DASATINIB,BEZ-235,A2058,6.65797183
DASATINIB,BEZ-235,A2058,10.14514906
DASATINIB,BEZ-235,A2058,13.54126947
DASATINIB,DINACICLIB,A2058,7.080952956
DASATINIB,DINACICLIB,A2058,7.591703563
DASATINIB,DINACICLIB,A2058,2.667748081
DASATINIB,DINACICLIB,A2058,10.49698206
DASATINIB,GELDANAMYCIN,A2058,-2.125475134
DASATINIB,GELDANAMYCIN,A2058,-0.43337676
DASATINIB,GELDANAMYCIN,A2058,-3.393978257
DASATINIB,GELDANAMYCIN,A2058,-1.305263664
DASATINIB,MK-8669,A2058,14.98668567
DASATINIB,MK-8669,A2058,7.259710745
DASATINIB,MK-8669,A2058,12.10721406
DASATINIB,MK-8669,A2058,9.435175656
DASATINIB,MK-8776,A2058,5.857306134
DASATINIB,MK-8776,A2058,9.348416749
DASATINIB,MK-8776,A2058,7.852604883
DASATINIB,MK-8776,A2058,7.363319552
DASATINIB,OXALIPLATIN,A2058,6.962107894
DASATINIB,OXALIPLATIN,A2058,3.874185492
DASATINIB,OXALIPLATIN,A2058,-3.59828042
DASATINIB,OXALIPLATIN,A2058,7.660512443
DASATINIB,SN-38,A2058,-1.663004879
DASATINIB,SN-38,A2058,3.528041932
DASATINIB,SN-38,A2058,7.760689146
DASATINIB,SN-38,A2058,-1.092629924
DASATINIB,SORAFENIB,A2058,13.36523232
DASATINIB,SORAFENIB,A2058,8.719639645
DASATINIB,SORAFENIB,A2058,9.508234201
DASATINIB,SORAFENIB,A2058,22.23198731
DASATINIB,TOPOTECAN,A2058,-2.886738054
DASATINIB,TOPOTECAN,A2058,3.72099196
DASATINIB,TOPOTECAN,A2058,9.298906179
DASATINIB,TOPOTECAN,A2058,-0.324367871
DEXAMETHASONE,ABT-888,A2058,5.451182114
DEXAMETHASONE,ABT-888,A2058,5.451182114
DEXAMETHASONE,ABT-888,A2058,5.451182114
DEXAMETHASONE,ABT-888,A2058,5.451182114
DEXAMETHASONE,AZD1775,A2058,8.005949867
DEXAMETHASONE,AZD1775,A2058,3.958957042
DEXAMETHASONE,AZD1775,A2058,2.571668648
DEXAMETHASONE,AZD1775,A2058,6.357755185
DEXAMETHASONE,BEZ-235,A2058,9.313458679
DEXAMETHASONE,BEZ-235,A2058,11.97980777
DEXAMETHASONE,BEZ-235,A2058,9.664358073
DEXAMETHASONE,BEZ-235,A2058,8.950063622
DEXAMETHASONE,BORTEZOMIB,A2058,5.896505573
DEXAMETHASONE,BORTEZOMIB,A2058,4.713773992
DEXAMETHASONE,BORTEZOMIB,A2058,5.804296942
DEXAMETHASONE,BORTEZOMIB,A2058,5.129395954
DEXAMETHASONE,DASATINIB,A2058,8.048112168
DEXAMETHASONE,DASATINIB,A2058,-0.95378614
DEXAMETHASONE,DASATINIB,A2058,2.536454519
DEXAMETHASONE,DASATINIB,A2058,1.150981423
DEXAMETHASONE,DINACICLIB,A2058,4.448072023
DEXAMETHASONE,DINACICLIB,A2058,8.396575333
DEXAMETHASONE,DINACICLIB,A2058,6.690369848
DEXAMETHASONE,DINACICLIB,A2058,9.280916565
DEXAMETHASONE,ERLOTINIB,A2058,-0.611605659
DEXAMETHASONE,ERLOTINIB,A2058,-1.856590495
DEXAMETHASONE,ERLOTINIB,A2058,-0.246300311
DEXAMETHASONE,ERLOTINIB,A2058,-0.881262876
DEXAMETHASONE,GELDANAMYCIN,A2058,16.26632026
DEXAMETHASONE,GELDANAMYCIN,A2058,6.288618058
DEXAMETHASONE,GELDANAMYCIN,A2058,10.6873112
DEXAMETHASONE,GELDANAMYCIN,A2058,12.08322469
DEXAMETHASONE,L778123,A2058,2.817683562
DEXAMETHASONE,L778123,A2058,-4.826897084
DEXAMETHASONE,L778123,A2058,0.614700581
DEXAMETHASONE,L778123,A2058,2.421794355
DEXAMETHASONE,LAPATINIB,A2058,1.16109124
DEXAMETHASONE,LAPATINIB,A2058,10.92333155
DEXAMETHASONE,LAPATINIB,A2058,3.477976199
DEXAMETHASONE,LAPATINIB,A2058,1.161091239
DEXAMETHASONE,MK-2206,A2058,9.678435966
DEXAMETHASONE,MK-2206,A2058,2.278191749
DEXAMETHASONE,MK-2206,A2058,9.743454667
DEXAMETHASONE,MK-2206,A2058,4.946732863
DEXAMETHASONE,MK-4827,A2058,2.952602633
DEXAMETHASONE,MK-4827,A2058,1.25121843
DEXAMETHASONE,MK-4827,A2058,1.376797309
DEXAMETHASONE,MK-4827,A2058,0.355178793
DEXAMETHASONE,MK-5108,A2058,3.010582556
DEXAMETHASONE,MK-5108,A2058,2.392381001
DEXAMETHASONE,MK-5108,A2058,8.678849229
DEXAMETHASONE,MK-5108,A2058,2.663987756
DEXAMETHASONE,MK-8669,A2058,3.300264508
DEXAMETHASONE,MK-8669,A2058,2.6563082
DEXAMETHASONE,MK-8669,A2058,9.745025287
DEXAMETHASONE,MK-8669,A2058,15.04815961
DEXAMETHASONE,MK-8776,A2058,3.970480332
DEXAMETHASONE,MK-8776,A2058,-0.472936207
DEXAMETHASONE,MK-8776,A2058,4.498941452
DEXAMETHASONE,MK-8776,A2058,14.47416561
DEXAMETHASONE,PD325901,A2058,11.10486122
DEXAMETHASONE,PD325901,A2058,10.85174386
DEXAMETHASONE,PD325901,A2058,11.09896693
DEXAMETHASONE,PD325901,A2058,11.65685256
DEXAMETHASONE,SORAFENIB,A2058,15.65626614
DEXAMETHASONE,SORAFENIB,A2058,20.11782761
DEXAMETHASONE,SORAFENIB,A2058,16.86108375
DEXAMETHASONE,SORAFENIB,A2058,18.52085603
